38.7378937,-9.1387039
38.7378937,-9.13870395
38.7378939,-9.13870392
38.7378943,-9.13870313
38.7378943,-9.13870315
38.7378943,-9.13870312
38.7378945,-9.13870312
38.7378945,-9.13870322
38.7378945,-9.1387032
38.7378944,-9.13870321
38.7378947,-9.13870316
38.7378951,-9.13870214
38.7378952,-9.13870214
38.7378952,-9.13870213
38.7378954,-9.13870207
38.7378848,-9.13870912
38.7378951,-9.13870304
38.7378951,-9.13870299
38.7378953,-9.13870303
38.7379013,-9.13869751
38.7378965,-9.13870036
38.7378964,-9.13870044
38.7378926,-9.13870272
38.7378971,-9.13869901
38.7378972,-9.13869899
38.7378972,-9.13869901
38.7378974,-9.13869895
38.7378969,-9.13870039
38.7378968,-9.13870041
38.7378968,-9.13870045
38.7378968,-9.13870046
38.7378977,-9.1386985
38.7378977,-9.13869851
38.7378977,-9.13869851
38.7378978,-9.13869853
38.7378982,-9.13869787
38.7378982,-9.13869791
38.7378983,-9.13869786
38.7378984,-9.1386979
38.737899,-9.13869646
38.7378991,-9.13869648
38.7378991,-9.13869641
38.7378994,-9.13869638
38.7379002,-9.1386944
38.7379003,-9.13869438
38.7379002,-9.13869454
38.7379004,-9.13869448
38.7379015,-9.1386919
38.7379015,-9.13869194
38.7379015,-9.13869195
38.7379015,-9.1386918
38.7379012,-9.13869263
38.7379013,-9.13869262
38.7379013,-9.13869264
38.7379015,-9.13869263
38.7378993,-9.13869769
38.7378993,-9.13869769
38.7378992,-9.13869773
38.7378963,-9.13870495
38.7378963,-9.13870496
38.7378962,-9.13870498
38.7378962,-9.13870495
38.7378964,-9.13870491
38.7378917,-9.13871584
38.7378919,-9.13871535
38.7378919,-9.13871534
38.7378922,-9.1387153
38.737892,-9.13871576
38.737892,-9.13871576
38.7378918,-9.13871621
38.737897,-9.13870487
38.7378969,-9.13870493
38.7378924,-9.13871543
38.7378924,-9.13871542
38.7378929,-9.13871494
38.7378983,-9.13870272
38.7378983,-9.13870277
38.7378984,-9.1387027
38.7378986,-9.13870264
38.7379016,-9.13869549
38.7379017,-9.13869552
38.7379016,-9.13869549
38.7379019,-9.13869548
38.737904,-9.13869072
38.7379041,-9.1386906
38.7379041,-9.13869058
38.7379042,-9.1386906
38.737902,-9.13869565
38.7379021,-9.13869562
38.737902,-9.13869567
38.7379023,-9.13869567
38.7379003,-9.13870015
38.7379003,-9.13870019
38.7379002,-9.13870029
38.7379004,-9.1387002
38.7379013,-9.13869814
38.7379014,-9.13869804
38.7379014,-9.13869806
38.7379015,-9.13869826
38.737903,-9.13869469
38.7379032,-9.13869463
38.7379032,-9.13869462
38.7379034,-9.13869458
38.7379021,-9.1386974
38.7379022,-9.13869734
38.7379022,-9.13869742
38.7379022,-9.13869745
38.737901,-9.13870041
38.7378991,-9.13870466
38.7378992,-9.13870465
38.737901,-9.13870047
38.7379004,-9.13870202
38.7379004,-9.13870202
38.7379004,-9.13870209
38.7379007,-9.13870201
38.7379013,-9.13870037
38.7379014,-9.13870034
38.7379015,-9.13870022
38.7379016,-9.13870018
38.7379038,-9.13869517
38.7379038,-9.13869518
38.7379039,-9.13869518
38.7379042,-9.1386949
38.7379043,-9.13869491
38.7379042,-9.13869494
38.7379042,-9.13869497
38.7379044,-9.13869499
38.7379033,-9.13869715
38.7379034,-9.13869715
38.7379034,-9.13869715
38.7379035,-9.13869716
38.7379041,-9.13869575
38.7379041,-9.13869582
38.7379041,-9.13869582
38.7379044,-9.13869583
38.7379047,-9.13869493
38.7379048,-9.13869494
38.7379049,-9.13869474
38.7379049,-9.13869475
38.7379081,-9.13868745
38.7379082,-9.13868746
38.7379081,-9.13868756
38.7379083,-9.13868751
38.737911,-9.13868129
38.7379111,-9.13868126
38.7379111,-9.13868126
38.7379112,-9.13868111
38.73791,-9.13868392
38.73791,-9.1386839
38.73791,-9.13868393
38.7379101,-9.13868391
38.7379102,-9.13868363
38.7379104,-9.1386836
38.7379103,-9.13868365
38.7379104,-9.1386836
38.7379109,-9.13868628
38.7379108,-9.13868632
38.7379108,-9.13868634
38.737909,-9.13868744
38.7379088,-9.13868798
38.7379088,-9.13868801
38.7379088,-9.13868805
38.7379075,-9.1386889
38.7379057,-9.13869245
38.7379056,-9.13869246
38.7379057,-9.13869255
38.7379037,-9.13869379
38.7379033,-9.1386946
38.737903,-9.13869478
38.7378932,-9.13870051
38.7378792,-9.13870878
38.7378787,-9.13870952
38.7378787,-9.13870952
38.7378786,-9.13870954
38.7379,-9.13869715
38.737903,-9.13869291
38.737903,-9.13869292
38.7379031,-9.13869289
38.737912,-9.13868771
38.7379144,-9.13868442
38.7379143,-9.13868475
38.7379142,-9.13868476
38.7379058,-9.13868969
38.7379061,-9.13868923
38.7379061,-9.13868925
38.7379065,-9.13868882
38.7379257,-9.13867752
38.7379227,-9.13868164
38.7379228,-9.13868165
38.7379229,-9.13868163
38.7379081,-9.13869041
38.7379097,-9.13868815
38.7379098,-9.13868815
38.7379097,-9.13868818
38.7379003,-9.13869383
38.7379,-9.13869444
38.7379001,-9.13869439
38.7379001,-9.13869441
38.7378945,-9.13869779
38.737893,-9.13869972
38.7378931,-9.13869977
38.737893,-9.13869979
38.7378919,-9.13870046
38.7378884,-9.13870466
38.7378885,-9.13870465
38.7378885,-9.13870466
38.7378866,-9.13870585
38.7378844,-9.13870922
38.7378846,-9.13870917
38.7378846,-9.13870917
38.7378848,-9.13870904
38.7378858,-9.13870776
38.7378855,-9.13870792
38.7378854,-9.13870801
38.7378795,-9.13871154
38.7378844,-9.13870494
38.7378844,-9.13870493
38.7378851,-9.13870448
38.7378869,-9.13870359
38.737889,-9.13870076
38.737889,-9.13870077
38.737889,-9.13870075
38.7378823,-9.13870482
38.7378831,-9.13870357
38.7378831,-9.1387036
38.7378832,-9.13870361
38.7378814,-9.13870477
38.7378813,-9.13870528
38.7378813,-9.13870532
38.7378812,-9.13870533
38.7378764,-9.13870831
38.7378779,-9.1387085
38.7379111,-9.13868865
38.7379111,-9.13868881
38.7379112,-9.13868884
38.7379115,-9.13868844
38.7379115,-9.13868847
38.7379116,-9.13868828
38.7379116,-9.13868829
38.7379124,-9.13868652
38.7379124,-9.13868653
38.7379124,-9.13868658
38.7379124,-9.13868651
38.737913,-9.13868535
38.737913,-9.13868538
38.737913,-9.13868537
38.7379048,-9.138704
38.7379047,-9.13870402
38.7379125,-9.1386869
38.7379125,-9.13868685
38.7379126,-9.13868688
38.7379163,-9.13867855
38.7379163,-9.1386788
38.7379162,-9.13867883
38.7379163,-9.13867886
38.7379131,-9.13868616
38.7379131,-9.13868617
38.7379131,-9.13868616
38.7379132,-9.13868611
38.7379117,-9.13868936
38.7379117,-9.13868939
38.7379118,-9.13868912
38.7379119,-9.13868911
38.7379085,-9.13869695
38.7379085,-9.13869698
38.7379085,-9.13869701
38.7379086,-9.13869705
38.7379142,-9.13868408
38.7379144,-9.13868405
38.7379144,-9.13868402
38.7379057,-9.13870386
38.7379057,-9.13870391
38.7379056,-9.13870392
38.7379117,-9.13869036
38.737912,-9.13869036
38.7379131,-9.13868772
38.7379133,-9.13868731
38.7379133,-9.13868731
38.7379134,-9.13868735
38.7379133,-9.13868753
38.7379133,-9.13868753
38.7379137,-9.13868669
38.737914,-9.13868664
38.7379123,-9.13869043
38.7379123,-9.13869044
38.7379124,-9.13869016
38.7379128,-9.13869007
38.7379153,-9.13868417
38.7379153,-9.13868423
38.7379154,-9.13868415
38.7379156,-9.13868408
38.7379147,-9.13868611
38.7379147,-9.13868612
38.7379147,-9.13868612
38.7379149,-9.13868611
38.7379141,-9.13868784
38.7379142,-9.13868784
38.7379142,-9.13868784
38.7379143,-9.13868777
38.737917,-9.13868163
38.7379169,-9.13868222
38.7379168,-9.13868226
38.7379172,-9.13868213
38.7379153,-9.13868649
38.7379153,-9.1386865
38.7379153,-9.13868646
38.7379156,-9.13868633
38.7379151,-9.13868772
38.737915,-9.13868773
38.7379151,-9.13868748
38.7379153,-9.13868742
38.7379136,-9.13869112
38.7379137,-9.13869109
38.7379137,-9.1386911
38.737914,-9.13869106
38.7379122,-9.13869499
38.7379123,-9.13869498
38.7379123,-9.13869496
38.7379124,-9.13869494
38.7379142,-9.13869073
38.7379143,-9.1386907
38.7379144,-9.13869067
38.7379146,-9.13869066
38.7379159,-9.13868786
38.7379158,-9.13868809
38.7379157,-9.13868809
38.737916,-9.13868807
38.7379191,-9.13868104
38.7379192,-9.13868105
38.7379191,-9.13868107
38.7379192,-9.13868107
38.737919,-9.1386817
38.737919,-9.13868166
38.737919,-9.1386817
38.7379191,-9.13868162
38.7379204,-9.13867879
38.7379205,-9.13867875
38.7379204,-9.13867871
38.7379203,-9.13867918
38.7379224,-9.13867428
38.7379096,-9.13870309
38.7379097,-9.13870306
38.7379228,-9.13867398
38.737924,-9.13867117
38.7379241,-9.13867118
38.737924,-9.1386712
38.7379241,-9.13867119
38.7379215,-9.13867707
38.7379214,-9.13867722
38.7379214,-9.13867724
38.7379216,-9.13867723
38.737922,-9.1386762
38.7379224,-9.13867542
38.7379225,-9.13867538
38.7379226,-9.13867538
38.7379207,-9.13867977
38.7379207,-9.13867978
38.7379208,-9.13867948
38.7379211,-9.13867938
38.7379211,-9.13867934
38.7379212,-9.1386793
38.7379212,-9.1386793
38.7379212,-9.13867936
38.7379244,-9.13867219
38.7379245,-9.13867221
38.7379245,-9.13867221
38.7379246,-9.1386722
38.7379248,-9.13867183
38.7379247,-9.1386719
38.7379248,-9.13867186
38.7379248,-9.13867188
38.7379245,-9.1386726
38.7379246,-9.13867229
38.7379246,-9.13867231
38.7379247,-9.13867226
38.7379234,-9.1386751
38.7379235,-9.13867511
38.7379235,-9.13867493
38.7379235,-9.13867495
38.7379219,-9.13867852
38.737922,-9.13867848
38.7379219,-9.13867864
38.737922,-9.1386786
38.7379212,-9.13868037
38.7379212,-9.13868042
38.7379212,-9.13868042
38.7379213,-9.13868028
38.7379214,-9.13868016
38.7379215,-9.13868015
38.7379215,-9.13868017
38.7379218,-9.13868006
38.737922,-9.13867967
38.7379221,-9.13867968
38.737922,-9.1386797
38.737922,-9.13867975
38.7379241,-9.13867538
38.7379239,-9.13867567
38.7379239,-9.13867567
38.7379242,-9.1386756
38.7379259,-9.13867193
38.7379259,-9.13867197
38.7379259,-9.13867176
38.7379262,-9.13867173
38.7379252,-9.13867382
38.7379252,-9.13867381
38.7379251,-9.13867411
38.7379253,-9.13867405
38.7379254,-9.13867384
38.7379255,-9.13867383
38.7379255,-9.13867386
38.7379256,-9.13867362
38.7379284,-9.13866744
38.7379284,-9.13866745
38.7379285,-9.13866741
38.7379285,-9.13866743
38.7379285,-9.13866739
38.7379285,-9.1386674
38.7379285,-9.13866741
38.7379286,-9.13866748
38.7379297,-9.13866503
38.7379298,-9.13866488
38.7379298,-9.1386649
38.7379301,-9.13866483
38.7379302,-9.13866468
38.7379302,-9.13866468
38.7379302,-9.13866469
38.7379303,-9.13866464
38.7379307,-9.13866371
38.7379308,-9.13866367
38.7379308,-9.13866363
38.7379308,-9.13866368
38.7379311,-9.13866303
38.7379311,-9.13866306
38.7379311,-9.13866307
38.7379312,-9.13866304
38.7379304,-9.13866478
38.7379304,-9.13866474
38.7379305,-9.13866472
38.7379307,-9.13866469
38.7379312,-9.13866339
38.7379312,-9.13866344
38.7379312,-9.13866342
38.7379313,-9.13866343
38.7379316,-9.13866276
38.7379316,-9.13866285
38.7379316,-9.13866286
38.7379316,-9.13866283
38.7379315,-9.13866283
38.7379315,-9.13866287
38.7379315,-9.13866288
38.7379317,-9.13866285
38.7379316,-9.13866325
38.7379316,-9.13866322
