lat,long,vx,vy
38.7371511,-9.13899342,0.964307249,-4.99347362
38.7371489,-9.13899295,0.827338383,-5.02007193
38.7371453,-9.13899382,0.792237371,-5.04656192
38.7371433,-9.13899335,0.831113903,-5.0517957
38.7371409,-9.13899259,0.830378991,-5.02804528
38.7371386,-9.13899217,0.772719729,-5.09397352
38.7371368,-9.13899121,0.698605461,-5.24725799
38.7371326,-9.13899056,0.803449916,-5.17991215
38.7371305,-9.13899043,0.905394659,-5.20427423
38.7371281,-9.13898999,0.774142072,-5.23813196
38.7371252,-9.13899005,0.802327161,-5.29486571
38.7371228,-9.13898961,0.766689144,-5.25380785
38.7371204,-9.13898913,0.753766235,-5.20424571
38.737118,-9.13898861,0.85658821,-5.36288859
38.7371162,-9.13898749,0.818532306,-5.33815735
38.7371141,-9.13898701,0.811586337,-5.30343866
38.7371118,-9.13898682,0.751039352,-5.38158366
38.7371094,-9.13898636,0.767794114,-5.39780911
38.7371078,-9.13898505,0.749723894,-5.37705529
38.7371068,-9.13898476,0.727112233,-5.40935657
38.7371046,-9.13898472,0.757585673,-5.43567604
38.7371022,-9.13898434,0.743848893,-5.32629945
38.7371012,-9.13898236,0.756359669,-5.37243505
38.7370975,-9.13898181,0.720405077,-5.30403203
38.7370952,-9.13898147,0.783733435,-5.22377702
38.7370928,-9.1389811,0.675904518,-5.28568791
38.737091,-9.13898024,0.677045557,-5.15742444
38.7370886,-9.13897983,0.715661736,-5.17047397
38.7370859,-9.13897864,0.683470898,-5.18151232
38.7370836,-9.13897827,0.688558922,-5.20408887
38.7370815,-9.13897756,0.73094027,-5.06394382
38.7370795,-9.13897717,0.72959289,-5.13743508
38.7370775,-9.13897738,0.702629928,-5.16215017
38.7370751,-9.13897703,0.606273905,-5.05749007
38.7370729,-9.13897659,0.592730344,-5.12742891
38.7370681,-9.13897594,0.691416011,-4.97773834
38.7370658,-9.13897538,0.66647034,-4.99422371
38.7370636,-9.13897501,0.664456752,-4.95469599
38.7370604,-9.13897555,0.638623526,-5.00280972
38.7370568,-9.13897508,0.635745634,-5.01786197
38.7370545,-9.13897443,0.631591463,-4.97445525
38.7370523,-9.13897407,0.632164692,-4.8716335
38.7370505,-9.13897329,0.607670493,-4.95990095
38.7370493,-9.13897301,0.627935506,-4.96622814
38.7370471,-9.13897245,0.62880417,-4.87944256
38.7370449,-9.13897213,0.590307999,-4.96599808
38.7370425,-9.13897197,0.638934083,-4.965974
38.7370417,-9.13897174,0.601898439,-4.86169001
38.7370395,-9.13897178,0.527088054,-4.96794661
38.7370374,-9.1389714,0.602081996,-4.91480263
38.7370339,-9.13897235,0.560867609,-4.95268701
38.7370319,-9.13897205,0.590880482,-4.92785512
38.7370294,-9.13897134,0.586878586,-5.02669574
38.7370272,-9.13897095,0.655836747,-4.97090785
38.7370249,-9.13897067,0.552085616,-5.14514642
38.737023,-9.13897036,0.537556364,-5.13444629
38.7370206,-9.13896983,0.641659112,-5.14727941
38.7370183,-9.13896945,0.622398963,-5.10244442
38.7370151,-9.13897003,0.621727572,-5.26025073
38.737013,-9.13896963,0.618707065,-5.29254048
38.7370106,-9.13896911,0.66113165,-5.3241563
38.7370082,-9.13896876,0.649821302,-5.31905633
38.7370059,-9.13896828,0.645504172,-5.32032456
38.7370032,-9.13896793,0.586155247,-5.41304067
38.7370009,-9.13896803,0.637305929,-5.30760322
38.7369985,-9.13896767,0.608543166,-5.42259214
38.7369966,-9.13896668,0.609760462,-5.45224045
38.7369945,-9.13896638,0.618356744,-5.47125322
38.7369922,-9.13896646,0.667557272,-5.43760869
38.7369898,-9.13896611,0.677173831,-5.41469556
38.7369871,-9.138966,0.613859894,-5.48778868
38.7369845,-9.13896564,0.633823646,-5.59682682
38.736982,-9.13896502,0.612189561,-5.52539963
38.7369794,-9.13896469,0.549067346,-5.6236456
38.7369772,-9.13896397,0.500204187,-5.51818872
38.7369748,-9.13896359,0.448108474,-5.59338025
38.7369718,-9.13896222,0.512721988,-5.59592688
38.7369692,-9.13896187,0.862596407,-5.8574051
38.7369661,-9.13896246,0.925450499,-5.94266021
38.736964,-9.13896238,0.489044795,-5.74508432
38.7369614,-9.13896211,0.26116665,-5.64339475
38.7369587,-9.13896158,0.775388367,-6.03391361
38.7369565,-9.13896106,0.648469081,-5.92454467
38.7369541,-9.13896087,0.387028143,-5.73815986
38.7369516,-9.1389608,0.625027735,-5.81839955
38.736949,-9.13896055,0.574005586,-5.82975007
38.7369462,-9.13896039,0.536953117,-5.82425372
38.7369438,-9.13896012,0.49747354,-5.78226574
38.7369411,-9.13895958,0.500856833,-5.83659569
38.7369384,-9.13895928,0.438158878,-5.79587647
38.7369359,-9.13895904,0.425070884,-5.79694704
38.7369337,-9.13895879,0.432027164,-5.85841392
38.736931,-9.13895829,0.354690894,-5.70958934
38.7369283,-9.13895799,0.51675303,-5.81378538
38.7369254,-9.13895818,0.376996746,-5.7287316
38.7369226,-9.13895798,0.349252019,-5.66462297
38.7369199,-9.13895748,0.493175347,-5.70521326
38.7369173,-9.13895719,0.488690822,-5.76989982
38.7369143,-9.1389575,0.382781641,-5.64770607
38.7369112,-9.1389573,0.251509428,-5.62778558
38.7369086,-9.13895706,0.273977101,-5.65153747
38.7369061,-9.13895689,0.304373046,-5.65078006
38.7369032,-9.13895706,0.36417086,-5.59124276
38.7369011,-9.13895684,0.441146052,-5.74411174
38.7368985,-9.13895652,0.527480369,-5.73313408
38.7368959,-9.13895627,0.497650118,-5.88970426
38.7368944,-9.13895493,0.673126119,-5.6741533
38.736892,-9.13895444,0.826466907,-5.81959198
38.7368897,-9.13895463,0.731601621,-5.693735
38.7368871,-9.13895417,0.85005617,-5.80885303
38.7368839,-9.13895435,0.803819167,-5.78844052
38.7368816,-9.13895404,0.650990796,-5.67558657
38.7368786,-9.13895246,0.744903784,-5.6941485
38.736876,-9.13895214,0.649350863,-5.68277315
38.736872,-9.13895273,0.400393867,-5.5103621
38.7368691,-9.13895315,0.257733648,-5.5769364
38.7368708,-9.13896282,0.74407981,-5.78796666
38.736864,-9.13895276,0.319319543,-5.59427513
38.7368621,-9.13895203,0.221541451,-5.57391531
38.7368597,-9.13895188,0.297048997,-5.40662101
38.7368571,-9.13895171,0.277334952,-5.51167631
38.7368546,-9.13895136,0.46229742,-5.46611025
38.7368527,-9.13895068,0.327227714,-5.36706522
38.7368507,-9.13894996,0.27437204,-5.34346087
38.7368482,-9.13894975,0.383560838,-5.40811566
38.7368458,-9.1389496,0.281326963,-5.32838074
38.7368436,-9.1389492,0.266968986,-5.32494303
38.7368411,-9.13894911,0.373298875,-5.27396652
38.7368387,-9.13894891,0.452564856,-5.26719679
38.7368364,-9.1389487,0.367320109,-5.22553369
38.7368337,-9.13894899,0.29191388,-5.27359579
38.7368313,-9.1389486,0.365357999,-5.23312787
38.736829,-9.13894846,0.269737947,-5.17872621
38.7368266,-9.13894833,0.272523655,-5.26850213
38.7368239,-9.13894849,0.302577507,-5.17810846
38.7368216,-9.13894841,0.311365749,-5.20750127
38.7368192,-9.1389483,0.298313434,-5.1481838
38.736817,-9.13894811,0.299336275,-5.05514345
38.736814,-9.1389489,0.35714578,-5.10844519
38.7368117,-9.13894849,0.338475633,-5.1278716
38.7368094,-9.13894833,0.310089517,-5.13677761
38.736807,-9.13894827,0.278816191,-5.18598654
38.7368045,-9.1389484,0.319201387,-5.10517932
38.7368022,-9.13894818,0.246080762,-5.14650763
38.7368,-9.13894798,0.244090067,-5.02585889
38.7367977,-9.13894781,0.355418076,-5.07130592
38.7367952,-9.13894803,0.193870289,-5.05137474
38.7367929,-9.13894777,0.32222402,-5.04600859
38.7367906,-9.13894763,0.263827474,-5.01730934
38.7367883,-9.13894757,0.157861769,-5.08438536
38.7367861,-9.13894738,0.186905292,-5.05904711
38.7367837,-9.13894752,0.245116115,-5.06649844
38.7367814,-9.13894726,0.307765744,-5.06280232
38.736779,-9.13894734,0.159809477,-5.18580428
38.7367783,-9.13894513,0.326526855,-4.83327173
38.736776,-9.13894522,0.327334903,-4.96637495
38.7367737,-9.1389451,0.260851967,-5.03921568
38.7367716,-9.13894505,0.211210148,-4.94272377
38.7367699,-9.13894407,0.158017057,-4.94339207
38.7367676,-9.13894388,0.265168282,-5.04059422
38.7367654,-9.13894367,0.35475907,-4.94802662
38.7367632,-9.13894356,0.247265018,-4.92812523
38.7367611,-9.13894321,0.255914703,-4.94187964
38.7367588,-9.13894316,0.313334559,-4.89367419
38.7367565,-9.13894296,0.398635752,-4.93433376
38.7367543,-9.13894272,0.369675316,-4.88059335
38.7367518,-9.13894304,0.269996513,-4.93883519
38.7367495,-9.13894284,0.354244655,-4.92785936
38.7367474,-9.13894264,0.30423774,-4.83575883
38.7367452,-9.13894256,0.191899825,-4.81663174
38.7367426,-9.13894295,0.272464118,-4.91042306
38.7367403,-9.13894273,0.294339845,-4.87910567
38.7367382,-9.1389426,0.259478995,-4.81701457
38.736736,-9.13894235,0.347929909,-4.87468832
38.7367333,-9.13894267,0.374031772,-4.86388511
38.7367311,-9.13894265,0.373143601,-4.86330563
38.736729,-9.13894254,0.285472213,-4.8246553
38.7367267,-9.1389423,0.368143451,-4.84747747
38.7367243,-9.13894239,0.442916624,-4.73755318
38.7367221,-9.13894238,0.257867066,-4.75750644
38.73672,-9.13894225,0.280733075,-4.78980518
38.7367178,-9.1389421,0.306685604,-4.85291242
38.7367157,-9.13894189,0.237808804,-4.83316502
38.7367135,-9.13894194,0.18243406,-4.7700718
38.7367113,-9.13894166,0.385191556,-4.77862183
38.7367091,-9.13894156,0.283059227,-4.85571044
38.7367073,-9.13894077,0.352188546,-4.73472117
38.7367052,-9.13894079,0.355471661,-4.66423482
38.736703,-9.1389406,0.378134362,-4.86381431
38.7367009,-9.13894041,0.34573808,-4.62854625
38.736699,-9.13893997,0.344082937,-4.69683977
38.7366969,-9.13893995,0.325227378,-4.79606115
38.7366948,-9.13893976,0.320652152,-4.73573713
38.7366927,-9.13893961,0.274122221,-4.6411125
38.7366913,-9.1389384,0.360288877,-4.70146419
38.7366892,-9.13893815,0.314967296,-4.6345044
38.7366872,-9.13893816,0.246353713,-4.60612097
38.736685,-9.13893794,0.240824089,-4.67295415
38.7366832,-9.13893743,0.305220614,-4.5480387
38.7366812,-9.13893721,0.368477829,-4.49441038
38.7366792,-9.13893697,0.33362469,-4.46342406
38.7366772,-9.13893689,0.300496122,-4.44645043
38.7366754,-9.13893662,0.34376886,-4.32722114
38.7366734,-9.13893627,0.427189637,-4.26555585
38.7366714,-9.13893608,0.373136164,-4.40851194
38.7366694,-9.13893602,0.172728261,-4.39619636
38.7366675,-9.13893603,0.253466016,-4.26381746
38.7366655,-9.13893577,0.281419896,-4.2928464
38.7366636,-9.1389356,0.276776468,-4.20708268
38.7366618,-9.13893549,0.341186729,-4.17239364
38.7366603,-9.13893488,0.191268351,-4.09654335
38.7366585,-9.13893462,0.294089969,-3.98738312
38.7366567,-9.13893438,0.375436069,-3.8562038
38.7366549,-9.13893433,0.253880131,-3.92374371
38.7366531,-9.13893422,0.32696162,-3.94868003
38.7366514,-9.13893405,0.336627897,-3.85466664
38.7366496,-9.13893389,0.327368874,-3.8822985
38.736648,-9.13893376,0.294446295,-3.75074696
38.736646,-9.13893397,0.390624662,-3.71296293
38.7366444,-9.13893383,0.224955799,-3.69274607
38.7366427,-9.13893368,0.252108335,-3.63975745
38.7366412,-9.13893358,0.300181735,-3.59242066
38.7366394,-9.13893362,0.226764944,-3.66931333
38.7366377,-9.13893358,0.0771216829,-3.59659269
38.7366361,-9.13893338,0.257804931,-3.52324743
38.7366345,-9.13893326,0.281073795,-3.43839988
38.7366332,-9.13893283,0.36136824,-3.44557744
38.7366315,-9.13893277,0.203449979,-3.44379932
38.73663,-9.13893261,0.278927884,-3.3374288
38.7366285,-9.13893244,0.24147156,-3.29163097
38.7366267,-9.13893281,0.131231038,-3.36487366
38.7366253,-9.13893263,0.18276817,-3.17104322
38.7366239,-9.13893259,0.138010888,-3.15072142
38.7366224,-9.13893237,0.285947852,-3.14910063
38.7366207,-9.13893287,0.402052426,-2.97892476
38.7366193,-9.13893261,0.274940607,-3.10936572
38.736618,-9.13893254,0.196918295,-2.95227987
38.7366166,-9.13893245,0.208178046,-3.04586085
38.7366148,-9.13893313,0.17200505,-2.88373369
38.7366135,-9.13893277,0.318712552,-2.88316517
38.7366121,-9.13893265,0.203638226,-2.9800062
38.7366107,-9.13893263,0.0147552128,-3.00213368
38.7366094,-9.13893261,0.255895693,-2.90566498
38.7366081,-9.13893246,0.240518774,-2.83457953
38.7366068,-9.13893235,0.303169798,-2.85038707
38.7366056,-9.13893221,0.192393052,-2.65739864
38.7366045,-9.13893176,0.252102814,-2.82160759
38.7366033,-9.13893158,0.164197822,-2.78491469
38.736602,-9.13893149,0.200086816,-2.79766258
38.7366008,-9.13893133,0.245034479,-2.72466741
38.7365993,-9.13893158,0.276782368,-2.74305655
38.736598,-9.13893148,0.179799035,-2.68915341
38.7365969,-9.13893135,0.222327724,-2.51002029
38.7365957,-9.13893113,0.235356559,-2.559171
38.7365946,-9.138931,0.170717167,-2.43931868
38.7365934,-9.13893109,0.0730393605,-2.35839617
38.7365923,-9.13893104,0.0652982673,-2.32401109
38.7365913,-9.13893089,0.155560674,-2.19566315
38.7365901,-9.13893129,0.139291818,-2.20543913
38.7365889,-9.13893107,0.313028204,-2.22613272
38.7365879,-9.13893083,0.344954943,-2.11633257
38.7365869,-9.1389307,0.272517971,-2.24245221
38.7365855,-9.13893116,0.22436269,-2.17105383
38.7365844,-9.13893123,0.225312446,-2.27975638
38.7365835,-9.13893097,0.343465854,-2.17210738
38.7365824,-9.1389309,0.245987365,-2.20729836
38.7365811,-9.13893129,0.299405915,-2.30928953
38.7365801,-9.13893104,0.333727094,-2.14508068
38.7365791,-9.13893087,0.298874294,-2.17558363
38.736578,-9.13893065,0.385336775,-2.27943645
38.7365768,-9.13893069,0.26866266,-2.26447254
38.7365758,-9.13893052,0.306003969,-2.24814851
38.7365749,-9.13893032,0.405610847,-2.11834843
38.7365738,-9.13893004,0.475617601,-2.19600729
38.736573,-9.13892962,0.429352118,-2.14452286
38.7365722,-9.13892936,0.522333137,-2.04962001
38.7365711,-9.13892905,0.57109182,-2.11850294
38.7365703,-9.13892887,0.395163259,-2.10628343
38.7365697,-9.13892809,0.492152486,-2.06433743
38.7365687,-9.1389278,0.457763517,-2.21313151
38.7365677,-9.13892747,0.51620892,-2.19853872
38.7365668,-9.13892719,0.534921107,-2.13188979
38.7365657,-9.13892702,0.66710374,-2.17560026
38.7365647,-9.13892659,0.727078346,-2.1128984
38.7365639,-9.13892608,0.808944093,-1.7921412
38.7365631,-9.13892566,0.904590793,-1.92444942
38.7365623,-9.13892487,0.800832458,-2.12276437
38.7365613,-9.13892459,0.644486486,-2.13043133
38.7365603,-9.13892419,0.731260747,-2.20864812
38.7365594,-9.13892359,0.866151114,-2.05737445
38.7365586,-9.13892306,1.02850902,-1.77918253
38.7365578,-9.13892263,0.911662869,-1.8637665
38.7365569,-9.13892216,0.750539083,-2.0338675
38.7365559,-9.1389218,0.79791559,-2.17671268
38.7365549,-9.13892148,0.850463553,-2.01394763
38.7365542,-9.13892064,1.2974552,-1.69073292
38.7365533,-9.1389201,1.01461774,-1.88802655
38.7365523,-9.13891971,0.763484802,-2.03979384
38.7365514,-9.13891917,0.926414285,-1.96960469
38.7365506,-9.13891829,1.37150232,-1.70529367
38.7365498,-9.13891757,1.30854731,-1.76913352
38.7365489,-9.13891713,1.01416881,-1.93228545
38.7365481,-9.13891651,1.16667092,-1.79906159
38.7365475,-9.13891549,1.48799925,-1.54086762
38.7365466,-9.13891494,1.04080551,-1.85163732
38.7365458,-9.13891426,1.16366157,-1.78781916
38.7365453,-9.13891319,1.46865641,-1.51463749
38.7365446,-9.13891231,1.47106432,-1.59321382
38.7365437,-9.13891179,1.17381953,-1.80345054
38.7365434,-9.13891152,1.58819221,-1.46610831
38.7365423,-9.13890906,1.32789032,-1.63202329
38.7365415,-9.13890846,1.23037772,-1.69424154
38.7365409,-9.13890755,1.47616732,-1.43460169
38.7365401,-9.13890681,1.3856068,-1.6591635
38.7365394,-9.13890654,1.32970097,-1.66287745
38.7365389,-9.13890552,1.6472018,-1.35516879
38.7365382,-9.13890481,1.43812449,-1.58365463
38.7365375,-9.13890377,1.51872403,-1.3906206
38.7365389,-9.13890718,1.57689364,-1.29108425
38.7365381,-9.13890635,1.50894572,-1.46838786
38.7365376,-9.13890534,1.67663108,-1.27583998
38.7365369,-9.1389045,1.54728096,-1.38122487
38.7365348,-9.13890042,1.58132968,-1.26802883
38.7365343,-9.1388995,1.60573491,-1.28849799
38.7365337,-9.13889851,1.66302864,-1.25805386
38.7365332,-9.13889754,1.66714258,-1.17551088
38.7365349,-9.13890207,1.68841236,-1.20406234
38.7365344,-9.1389011,1.74874882,-1.07218649
38.7365338,-9.13890012,1.71694046,-1.15839512
38.7365334,-9.13889907,1.82704137,-1.03699611
38.7365331,-9.13889826,1.73962969,-1.16652942
38.7365328,-9.13889718,1.84288607,-0.851633959
38.7365324,-9.1388962,1.81693706,-0.950265542
38.7365319,-9.1388951,1.86836006,-0.909714609
38.7365306,-9.13889157,1.81401693,-1.03210338
38.7365302,-9.13889051,1.89835016,-0.88813141
38.7365298,-9.13888944,1.83806462,-0.942730799
38.7365294,-9.13888836,1.93332457,-0.905668579
38.7365287,-9.13888609,1.9571411,-0.71293179
38.7365285,-9.13888493,1.97466859,-0.510543814
38.736528,-9.13888391,1.84021994,-0.804113999
38.7365276,-9.13888278,1.94789529,-0.744471692
38.7365278,-9.13888331,1.96481042,-0.693873015
38.7365276,-9.13888222,1.94907435,-0.808108638
38.7365273,-9.13888113,1.9207617,-0.70979908
38.7365271,-9.13887995,2.00070224,-0.556433117
38.7365263,-9.13887753,1.97513267,-0.572674483
38.736526,-9.13887637,2.02332438,-0.493123614
38.7365257,-9.13887527,1.96312392,-0.686259119
38.7365254,-9.13887412,2.01491236,-0.68154562
38.7365253,-9.13887343,2.0815435,-0.615994129
38.7365249,-9.1388723,2.04398379,-0.549599347
38.7365247,-9.1388711,2.06992912,-0.422653218
38.7365245,-9.13886997,1.98334749,-0.551145881
38.736524,-9.13886782,2.03657477,-0.374568842
38.7365237,-9.1388666,2.13206861,-0.277992097
38.7365234,-9.13886546,2.06995871,-0.544561687
38.7365231,-9.13886427,2.07397697,-0.52075083
38.7365226,-9.13886233,2.1134947,-0.321970806
38.7365224,-9.13886115,2.05535009,-0.40538611
38.7365223,-9.13885997,2.08328614,-0.244407719
38.7365222,-9.13885878,2.0532572,-0.13314423
38.7365218,-9.13885666,2.03998371,-0.203434856
38.7365216,-9.1388554,2.15562492,-0.160736718
38.7365215,-9.13885421,2.10466328,-0.253941783
38.7365214,-9.138853,2.06973106,-0.232307966
38.7365216,-9.13885223,2.17894997,-0.126847234
38.7365214,-9.13885109,2.04852046,-0.188760859
38.7365214,-9.13884981,2.22001037,-0.0974684425
38.7365213,-9.13884862,2.09444524,-0.20453691
38.7365214,-9.13884739,2.06889276,-0.118381666
38.7365216,-9.13884607,2.23856441,0.208621556
38.7365215,-9.13884493,2.0629262,-0.0305688792
38.7365215,-9.13884368,2.14371142,0.16616341
38.7365216,-9.13884205,2.18975381,0.24677094
38.7365216,-9.13884081,2.17132466,0.102858997
38.7365216,-9.13883967,2.08472463,0.086798504
38.7365217,-9.13883844,2.14233504,0.168423457
38.7365221,-9.13883798,2.14366865,0.169757554
38.7365221,-9.1388367,2.14518903,0.314809493
38.7365223,-9.13883551,2.13327961,0.344296993
38.7365225,-9.13883426,2.18850421,0.380456192
38.7365224,-9.13883245,2.15900818,0.341531848
38.7365228,-9.13883118,2.16367655,0.448333663
38.736523,-9.13883002,2.10332754,0.281751505
38.7365231,-9.13882879,2.09661636,0.2040598
38.7365229,-9.13882752,2.12979938,0.278393426
38.7365232,-9.13882624,2.2330954,0.57550947
38.7365235,-9.13882497,2.18437146,0.59046782
38.7365237,-9.13882376,2.13989039,0.528070339
38.7365236,-9.13882145,2.07470046,0.568271853
38.7365237,-9.13882031,2.03066921,0.456825586
38.7365241,-9.13881905,2.08150226,0.757203001
38.7365244,-9.13881778,2.13554579,0.708218672
38.736524,-9.13881504,2.10474868,0.686397352
38.7365245,-9.13881387,2.08851322,0.749406888
38.7365247,-9.13881273,2.04906883,0.737897718
38.7365251,-9.13881149,2.08654059,0.861302742
38.7365255,-9.13881029,1.96670093,0.750812428
38.7365258,-9.13880912,2.01956768,0.578944558
38.7365262,-9.13880793,2.05629817,0.779704002
38.7365266,-9.13880677,2.03917355,0.856502753
38.7365272,-9.13880599,2.05034681,0.947233024
38.7365277,-9.13880494,1.92389489,0.850506762
38.7365282,-9.13880383,1.92309456,1.07626349
38.7365286,-9.1388026,2.0147828,0.97772968
38.7365289,-9.13880148,1.95537433,1.00904388
38.7365293,-9.13880043,1.8667207,1.00029925
38.7365299,-9.13879933,1.8188246,1.28055218
38.7365303,-9.13879824,1.90410549,1.09516594
38.7365313,-9.13879763,1.91721415,1.17095337
38.7365321,-9.13879666,1.79350505,1.26454863
38.7365326,-9.13879563,1.78916146,1.28007423
38.7365331,-9.13879461,1.73322595,1.20041344
38.7365339,-9.1387939,1.68851123,1.24497235
38.7365344,-9.13879284,1.73883832,1.3455617
38.7365348,-9.13879189,1.72721493,1.19562701
38.7365354,-9.13879086,1.71079657,1.19078953
38.736536,-9.13878965,1.70780886,1.28106211
38.7365363,-9.1387887,1.6399669,1.34598885
38.736537,-9.13878769,1.71529599,1.47825996
38.7365376,-9.13878671,1.70231456,1.44459144
38.7365386,-9.13878538,1.65502944,1.58584455
38.7365319,-9.13878387,1.60128205,1.5934817
38.73654,-9.13878356,1.53883059,1.7540681
38.7365407,-9.13878264,1.56793394,1.60615377
38.7365412,-9.13878216,1.47915976,1.75600599
38.7365294,-9.13878035,1.53111051,1.58870532
38.7365301,-9.13877949,1.47768174,1.5109531
38.7365436,-9.13877953,1.5584318,1.87786084
38.7365445,-9.13877849,1.4216448,1.89207026
38.7365359,-9.13877688,1.52086182,1.7846133
38.7365368,-9.138776,1.53608365,2.10324704
38.7365379,-9.1387751,1.52852319,2.29280683
38.7365388,-9.13877445,1.49732373,2.19070285
38.7365435,-9.13877382,1.56146867,2.29617451
38.7365446,-9.13877294,1.54040059,2.41537223
38.7365456,-9.13877208,1.49174734,2.43003913
38.7365525,-9.13877133,1.50059972,2.40863878
38.7365537,-9.13877047,1.44237403,2.70775103
38.7365549,-9.1387697,1.37012658,2.7112762
38.736556,-9.13876893,1.26960614,2.53461115
38.736557,-9.13876843,1.28448072,2.57290922
38.7365582,-9.13876773,1.2301997,2.63839075
38.7365594,-9.13876704,1.17077912,2.72184869
38.7365607,-9.1387663,1.23277475,2.77077529
38.7365619,-9.13876575,1.07394352,2.80174454
38.7365632,-9.13876513,1.02509696,2.84576375
38.7365645,-9.13876451,1.07951653,2.99568341
38.7365663,-9.13876389,1.0603858,3.01498042
38.7365677,-9.1387637,0.970652955,3.07390118
38.7365717,-9.13876329,0.963963547,3.1670769
38.7365731,-9.13876272,0.985719556,3.20056362
38.7365747,-9.13876229,0.821074309,3.27435797
38.7365763,-9.138762,0.878614935,3.36250933
38.7365675,-9.13876073,0.788530584,3.3240059
38.7365689,-9.13876028,0.732543651,3.21934516
38.7365704,-9.13875993,0.644196815,3.21452333
38.7365721,-9.13875986,0.627878207,3.33319476
38.7365822,-9.13876013,0.513839041,3.37816404
38.7365837,-9.13875984,0.485797195,3.37184323
38.7365853,-9.13875957,0.457387001,3.41916859
38.736587,-9.13875926,0.446859736,3.37194421
38.7365906,-9.13875922,0.38577132,3.46440064
38.7365876,-9.13875853,0.45479026,3.58336674
38.7365893,-9.13875838,0.322537423,3.65218321
38.7365954,-9.13875864,0.388836203,3.59786853
38.7365962,-9.13875839,0.343358315,3.59097148
38.736594,-9.13875795,0.233905344,3.66338543
38.7365956,-9.13875782,0.220375981,3.75440965
38.7365977,-9.13875686,0.168225761,3.73386934
38.7365996,-9.13875687,0.0455272646,3.82825939
38.7366013,-9.13875668,0.216814052,3.84790564
38.7366029,-9.13875672,0.00730358153,3.69859868
38.7366049,-9.1387563,0.00630078295,3.82779848
38.7366066,-9.13875627,-0.0543593264,3.82224297
38.7366084,-9.13875628,0.007641598,3.90308181
38.7366102,-9.13875632,-0.0457295459,3.87149382
38.7366117,-9.1387564,-0.0454085692,3.73570291
38.7366136,-9.13875636,0.0202276476,3.94253991
38.7366152,-9.13875638,-0.0402847717,3.78275533
38.7366169,-9.13875643,-0.077320578,3.82217419
38.736619,-9.13875592,-0.121668716,3.93807036
38.7366209,-9.138756,-0.124207788,4.02908544
38.7366225,-9.13875614,-0.211705274,3.8900364
38.7366244,-9.13875622,-0.221489236,3.81938382
38.7366259,-9.13875669,-0.20483598,3.99543026
38.7366278,-9.13875671,-0.117765513,3.97878338
38.7366297,-9.13875683,-0.147063862,4.08893244
38.7366314,-9.13875694,-0.199589041,3.92333324
38.7366329,-9.13875732,-0.203180691,3.97128489
38.7366347,-9.13875743,-0.184149866,4.05468515
38.7366365,-9.1387576,-0.21567475,3.96343046
38.7366382,-9.13875768,-0.210620277,3.84897838
38.7366401,-9.13875787,-0.139104095,3.98418436
38.7366418,-9.13875796,-0.186224478,3.93330607
38.7366435,-9.13875811,-0.219750978,3.84494095
38.7366451,-9.13875823,-0.236882888,3.70599577
38.7366467,-9.13875837,-0.185915404,3.69392602
38.7366476,-9.13875848,-0.269562592,3.56026578
38.7366493,-9.13875861,-0.258814665,3.57827417
38.7366509,-9.13875876,-0.25169829,3.6051868
38.7366535,-9.13875888,-0.27056057,3.56310603
38.7366552,-9.13875896,-0.157630655,3.63882673
38.7366569,-9.13875913,-0.260768674,3.61270299
38.7366585,-9.13875927,-0.248957355,3.67307753
38.7366609,-9.13875966,-0.339567949,3.59769187
38.7366626,-9.13875977,-0.222411407,3.74475936
38.7366645,-9.1387599,-0.225559403,3.71218554
38.7366667,-9.13876012,-0.300825903,3.66744717
38.736668,-9.13876007,-0.269407642,3.60356765
38.7366697,-9.13876026,-0.260885326,3.75884583
38.7366714,-9.13876034,-0.210860623,3.79828064
38.7366731,-9.13876052,-0.226799587,3.80224263
38.7366742,-9.13876084,-0.283022128,3.76832654
38.7366759,-9.13876107,-0.338869303,3.79542236
38.7366777,-9.1387612,-0.258484675,3.8951186
38.7366794,-9.13876138,-0.301514358,3.84298885
38.7366795,-9.13876135,-0.286923911,3.88272475
38.7366813,-9.13876154,-0.345478365,3.85333988
38.736683,-9.13876173,-0.316509585,3.92306985
38.7366848,-9.13876194,-0.337877755,4.01476076
38.7366867,-9.13876197,-0.323461263,3.96867501
38.7366885,-9.13876216,-0.32590901,3.99837757
38.7366903,-9.13876228,-0.264656616,4.074581
38.7366921,-9.13876252,-0.345828471,4.0492525
38.736695,-9.13876263,-0.294100352,4.04718834
38.7366968,-9.1387628,-0.285009041,4.08737777
38.7366987,-9.138763,-0.34234849,4.14378529
38.7367005,-9.13876322,-0.379741565,4.08470078
38.7367008,-9.13876322,-0.366095546,4.12696555
38.7367027,-9.13876346,-0.401013826,4.24572638
38.7367045,-9.13876362,-0.335468919,4.1290274
38.7367064,-9.13876386,-0.418238112,4.13795058
38.7367091,-9.13876392,-0.323843842,4.19378565
38.736711,-9.13876411,-0.336447011,4.26561201
38.7367129,-9.13876431,-0.318420281,4.24380213
38.7367148,-9.1387645,-0.271849076,4.24051131
38.7367172,-9.1387646,-0.272835138,4.29562708
38.7367191,-9.13876483,-0.335872759,4.22798564
38.736721,-9.13876506,-0.352302239,4.20347948
38.736723,-9.13876519,-0.279872355,4.35303315
38.7367235,-9.13876499,-0.337456181,4.31267161
