lat,long,vx,vy
38.7380887,-9.13871369,-3.59758255,-0.0595722849
38.7380887,-9.13871572,-3.49597046,0.0843566208
38.7380863,-9.1387173,-3.50371327,0.113952578
38.7380869,-9.1387194,-3.58572556,-0.157563979
38.7380919,-9.13872116,-3.4701768,-0.124134054
38.7380923,-9.1387232,-3.58085292,0.668965654
38.7380918,-9.13872526,-3.63802143,0.247927759
38.7380919,-9.13872719,-3.51658175,0.239922586
38.7380909,-9.13872933,-3.63330803,-0.309691481
38.7380851,-9.13873162,-3.63375743,0.315674526
38.738084,-9.13873362,-3.60288587,-0.669394858
38.73809,-9.13873534,-3.47926739,-0.544758294
38.738086,-9.1387376,-3.51303935,0.436006985
38.7380858,-9.13873956,-3.5216792,-0.0185286776
38.7380863,-9.13874166,-3.41289855,-0.236630693
38.7380862,-9.13874364,-3.48717573,-0.11029373
38.7380861,-9.13874578,-3.53498622,0.292213595
38.738086,-9.13874761,-3.39087558,-0.164461515
38.7380871,-9.13874976,-3.42974388,0.019650549
38.7380861,-9.13875191,-3.59215771,0.41879928
38.7380861,-9.1387539,-3.42246214,0.170839497
38.738086,-9.13875569,-3.29873408,0.0371466204
38.7380826,-9.13875724,-3.55113484,-0.00115627917
38.7380823,-9.13875921,-3.53667043,-0.279978712
38.7380822,-9.13876104,-3.12051426,-0.269180623
38.7380827,-9.13876294,-3.39787363,0.456884952
38.7380822,-9.13876494,-3.28480291,-0.555821695
38.7380821,-9.13876683,-3.34957987,-0.455954545
38.738082,-9.13876878,-3.40582225,-0.104745691
38.7380831,-9.13877095,-3.49779046,0.565261929
38.7380813,-9.13877236,-3.1889079,-0.273947938
38.7380812,-9.13877429,-3.16669142,-0.477542837
38.7380806,-9.13877616,-3.22478186,-0.510546842
38.7380808,-9.13877787,-3.08195279,-0.339720267
38.7380815,-9.13878,-3.14742375,-0.989569244
38.7380815,-9.1387818,-3.19990395,0.330640624
38.7380927,-9.13878335,-3.2756723,0.287200549
38.7380921,-9.13878502,-3.06040371,-0.763855908
38.738095,-9.13878753,-3.13918202,-0.182150528
38.7380953,-9.13878935,-3.16489329,0.0295030189
38.7380934,-9.13879115,-3.03878845,-0.400669211
38.7380934,-9.1387928,-2.90306878,-0.464904544
38.7380933,-9.13879474,-3.0963252,-0.607895078
38.7380932,-9.13879642,-2.98122917,-0.404324653
38.738095,-9.13879814,-3.07259315,-0.659060634
38.7380946,-9.13879961,-2.90628463,0.131198511
38.7380899,-9.13880044,-2.90801573,-1.13059715
38.7380903,-9.13880215,-2.95350613,-0.183874718
38.7380869,-9.13880379,-2.82628307,-1.3232084
38.7380865,-9.13880553,-3.09541799,-0.864408803
38.7380918,-9.13880822,-2.8366115,-0.3690904
38.7380925,-9.13881011,-3.02510076,0.0485786891
38.7380875,-9.1388115,-2.65961558,-1.42872197
38.7380879,-9.13881314,-2.67155071,-0.462482002
38.7380881,-9.13881492,-2.73674304,-1.23708928
38.7380871,-9.13881635,-2.55184815,-1.93563372
38.7380837,-9.13881785,-2.38829445,-0.996244246
38.7380833,-9.13881938,-2.4965573,-1.30674322
38.7380834,-9.13882109,-2.48902794,-1.92266079
38.7380829,-9.13882252,-2.53389808,-1.28378449
38.7380878,-9.13882375,-2.46814375,-1.38839777
38.7380873,-9.13882519,-2.51749862,-1.079245
38.7380858,-9.13882647,-2.53266686,-1.14720263
38.7380854,-9.13882784,-2.41425996,-0.997136568
38.7380838,-9.13882929,-2.479312,-1.42890454
38.7380829,-9.13883072,-2.42177657,-2.09729547
38.7380818,-9.13883192,-2.19875289,-2.49144275
38.7380813,-9.13883342,-2.45741977,-1.7744967
38.738079,-9.13883489,-2.42046205,-0.978236714
38.7380786,-9.13883617,-2.25858564,-1.28528182
38.7380779,-9.13883747,-2.27583887,-1.42227509
38.7380775,-9.13883896,-2.37432662,-1.23541834
38.7380746,-9.13884031,-2.25290491,-1.18736398
38.7380735,-9.13884135,-1.97750716,-2.42982459
38.7380701,-9.13884217,-2.1200258,-2.46571493
38.7380689,-9.13884325,-1.95946448,-2.65359478
38.7380712,-9.13884452,-2.08362542,-2.05787399
38.7380705,-9.13884552,-1.94469083,-2.11362019
38.7380709,-9.13884693,-1.75960603,-2.38559106
38.7380701,-9.138848,-1.79544633,-1.84944776
38.7380671,-9.13884917,-1.82097201,-1.61088018
38.7380658,-9.13884993,-1.30924346,-2.83173599
38.7380652,-9.13885083,-1.42031222,-2.01161234
38.7380647,-9.13885208,-1.83751553,-1.96085377
38.7380633,-9.138853,-1.38872586,-1.83091207
38.7380623,-9.13885365,-1.51910894,-2.09548988
38.7380662,-9.13885547,-1.31761441,-2.15029199
38.7380647,-9.13885568,-0.419415099,-3.05055112
38.7380613,-9.13885665,-1.00912486,-2.3720004
38.7380604,-9.1388571,-0.80952995,-2.08364136
38.7380558,-9.13885753,-0.768218517,-2.10724982
38.738055,-9.13885811,-0.830623324,-2.0544323
38.7380524,-9.13885909,-0.865286684,-1.74188494
38.7380514,-9.13885955,-1.09709246,-2.28681815
38.7380487,-9.13885993,-1.10363834,-2.6483446
38.7380476,-9.13886015,-0.594503336,-2.5267049
38.7380531,-9.1388608,-1.30347755,-2.21268541
38.7380518,-9.13886131,-1.1235678,-2.56690585
38.7380496,-9.13886182,-1.23218749,-2.45181062
38.7380485,-9.1388622,-0.73427548,-2.57338467
38.7380507,-9.13886232,-0.615087023,-2.54590009
38.7380442,-9.13886321,-0.861318961,-1.56916965
38.738042,-9.13886337,-0.764951787,-1.58044655
38.738047,-9.13886366,-0.907392957,-1.42663831
38.7380437,-9.13886407,-0.759564733,-2.73897541
38.7380426,-9.13886467,-0.968533375,-2.51712009
38.7380395,-9.13886488,-0.768832172,-4.11704944
38.7380384,-9.13886547,-0.988686443,-3.05265322
38.7380356,-9.1388656,-0.310986739,-2.8461844
38.7380342,-9.13886543,0.0675730972,-2.83244313
38.7380331,-9.13886562,-0.0467867166,-2.76709487
38.7380321,-9.1388655,0.278046333,-2.35168634
38.7380378,-9.13886529,-0.0387101095,-1.93909608
38.7380267,-9.13886605,-0.497401669,-3.48738868
38.7380041,-9.13887977,-2.9441698,-5.03449866
38.7380016,-9.13888187,-3.6683331,-6.04559496
38.7379944,-9.13888975,-2.85066963,-4.31684306
38.7380184,-9.13884539,-0.033410483,-1.89926657
38.7380068,-9.13886004,-0.354449984,-2.4467592
38.7380059,-9.13886027,-0.31364423,-1.87085349
38.7380054,-9.13886017,-0.0186310197,-1.47403552
38.7380065,-9.13885656,-0.00460785274,-1.94670887
38.7380056,-9.13885625,-0.105641513,-2.36665301
38.7380044,-9.1388562,-0.142395623,-1.77862324
38.7380036,-9.13885624,0.0200414113,-1.97210198
38.7380018,-9.13885751,0.0939210037,-2.01516144
38.7380029,-9.13885272,0.12672834,-1.34849132
38.7380018,-9.13885293,-0.161797255,-2.00534824
38.7379995,-9.1388556,-0.00698217323,-1.5351305
38.7379987,-9.13885599,0.0491034932,-1.3127166
38.7379981,-9.13885629,0.0366457275,-1.64228075
38.7379977,-9.13885589,0.301134561,-1.11858763
38.7379909,-9.13886681,0.112713977,-0.93613264
38.7379888,-9.13886883,0.0607364323,-1.03564892
38.7379889,-9.13886852,0.425977666,-0.639521306
38.7379885,-9.13886826,0.45755157,-0.804103954
38.7379844,-9.13886015,-0.490103544,-2.34782446
38.7379774,-9.13886663,0.340535764,-1.98807605
38.7380272,-9.13881182,4.21503819,2.60680531
38.7379815,-9.13887252,-0.382842392,-1.61752825
38.7379682,-9.13888982,-0.442598771,-1.90718264
38.7379672,-9.1388897,-0.210375524,-1.68508637
38.7379667,-9.13888981,-0.239490782,-1.53251282
38.7379606,-9.13887636,0.0906265437,-1.18179533
38.7379573,-9.13887842,-0.125510155,-1.41212418
38.7379561,-9.13887916,0.109224843,-1.28876843
38.737956,-9.13887902,0.139048086,-0.796623153
38.7379483,-9.13891098,0.582681986,-0.837178277
38.737948,-9.13891053,0.245765834,-1.16259173
38.7379817,-9.1388741,0.13063216,-1.06420006
38.7379738,-9.13887507,-0.40229729,-1.56047333
38.7379758,-9.13887049,-0.437468247,-1.76651615
38.7379877,-9.13885393,-0.447512387,-1.74729807
38.7379868,-9.13885423,-0.549440518,-1.36097095
38.7379863,-9.13885442,-0.470549556,-1.08469715
38.7379795,-9.13885552,-0.465886085,-1.31947525
38.7379777,-9.13885705,-0.280242974,-1.02549254
38.7379768,-9.13885749,-0.657735563,-1.27042706
38.7379762,-9.1388577,-0.512350175,-1.23031729
38.7379808,-9.13885959,-0.0969958881,-1.34429498
38.7379758,-9.13886412,-0.19368955,-1.63197523
38.7379749,-9.13886432,-0.288522254,-1.28166351
38.7379746,-9.13886426,-0.0665376376,-1.00582367
38.7379741,-9.13886262,-0.58934008,-1.59517666
38.7379764,-9.13885988,-0.61357362,-1.45366238
38.7379755,-9.13886009,-0.600128011,-1.33063168
38.7379789,-9.13885615,-0.288040607,-0.905745235
38.7379859,-9.13884611,-0.665601208,-1.52711855
38.7379852,-9.13884669,-1.19711993,-1.70044293
38.7379857,-9.13884691,-0.779748432,-1.10110385
38.7379855,-9.13884687,-0.580902554,-0.990345468
38.7380091,-9.13883447,0.165282817,-0.401476139
38.7379821,-9.13886227,-0.455764875,-1.48915753
38.7379813,-9.13886286,-0.792562108,-1.65871313
38.7379808,-9.1388633,-0.904387021,-1.40540439
38.7379768,-9.13885632,-0.662035226,-1.13109634
38.7379544,-9.13887979,-1.30838713,-1.83402431
38.7379537,-9.13888005,-0.878250295,-1.13837972
38.7379534,-9.13888035,-0.640798768,-0.97199346
38.7379555,-9.13888368,-0.387225879,-0.826449709
38.737949,-9.13889193,-1.03636301,-1.44898529
38.7379434,-9.1388925,-0.625794555,-1.06337911
38.737943,-9.13889284,-0.55497561,-0.907163789
38.7379433,-9.13889546,-0.741973204,-0.946840374
38.7379531,-9.13888665,-0.858063811,-1.10274331
38.7379527,-9.13888727,-0.955664072,-1.28163807
38.7379524,-9.13888755,-0.69350529,-0.884104997
38.7379529,-9.13888641,-0.951935476,-1.0311158
38.7379588,-9.13887863,-0.830148154,-0.865525873
38.7379587,-9.13887895,-0.564376724,-0.524949334
38.7379584,-9.13887921,-0.475710971,-0.628355259
38.7379559,-9.13888306,-1.00929127,-1.35281769
38.7379528,-9.13888697,-0.882863191,-1.09804092
38.7379526,-9.13888747,-0.822294085,-0.879235144
38.7379523,-9.13888786,-0.712928154,-0.537649123
38.7379528,-9.13888733,-0.741178981,-0.277504724
38.737947,-9.13889524,-1.11910051,-0.705342204
38.7379469,-9.13889577,-0.967699623,-0.771745276
38.7379465,-9.13889632,-0.981443218,-1.06813499
38.7379484,-9.13889256,-0.782726808,-1.04259142
38.7379538,-9.13888538,-0.454000023,-0.725049043
38.7379539,-9.13888594,-0.68916609,-0.547528034
38.7379537,-9.13888653,-0.864851327,-0.445500513
38.7379534,-9.13888719,-1.08084294,-0.610900183
38.7379514,-9.13889,-1.15277081,-0.731650481
38.7379517,-9.13889057,-0.937628014,-0.506749287
38.7379515,-9.13889105,-0.934718296,-0.637207229
38.7379513,-9.13889143,-0.931093737,-0.558269663
38.7379503,-9.13889314,-0.921966265,-0.49862818
38.7379502,-9.13889363,-0.801040082,-0.739683209
38.7379497,-9.13889437,-1.25520447,-1.09079242
38.7379487,-9.13889623,-1.20210794,-0.808398617
38.7379515,-9.13889277,-0.885014895,-0.568786294
38.737951,-9.13889318,-0.837241819,-0.375169125
38.7379507,-9.13889393,-1.15265128,-0.514409297
38.7379503,-9.13889475,-1.0543675,-0.538296629
38.7379496,-9.13889604,-1.20021784,-0.533969981
38.7379495,-9.1388967,-1.09694383,-0.350401246
38.7379494,-9.13889728,-1.04324774,-0.276277879
38.7379507,-9.13889533,-1.00004273,-0.297760728
38.73795,-9.13889646,-0.914128828,-0.38783387
38.7379497,-9.13889699,-0.907068698,-0.560760366
38.7379494,-9.1388975,-0.877433029,-0.72521282
38.737949,-9.13889834,-0.861576272,-0.605867365
38.7379472,-9.13890123,-0.795908432,-0.218134263
38.7379469,-9.13890161,-0.793707488,-0.313739966
38.7379465,-9.13890236,-1.12716861,-0.664205658
38.7379465,-9.13890223,-0.885652174,-0.570817993
38.7379489,-9.13889927,-0.782467091,-0.343759279
38.7379488,-9.13889976,-0.776916766,-0.290783973
38.7379487,-9.13890011,-0.650061855,-0.094104657
38.7379477,-9.1389019,-0.830948705,-0.275093052
38.7379509,-9.13889808,-0.986618036,-0.331405839
38.7379508,-9.13889875,-1.20308939,-0.483860098
38.7379507,-9.13889934,-1.13177012,-0.359009318
38.7379502,-9.13890047,-0.946106498,-0.293181782
38.7379499,-9.13890128,-1.10723366,-0.222569879
38.7379499,-9.13890185,-1.03497166,0.114622689
38.7379498,-9.13890236,-0.904486249,-0.108301846
38.7379493,-9.13890297,-0.863734713,-0.550438948
38.7379491,-9.13890352,-0.878926747,-0.473314794
38.7379491,-9.13890404,-0.910085183,-0.150895536
38.737949,-9.1389046,-0.928518402,-0.240478051
38.7379481,-9.13890623,-0.938254019,-0.575463215
38.7379472,-9.13890775,-1.05237137,-0.667244202
38.737947,-9.13890825,-0.922766695,-0.473647371
38.7379471,-9.13890871,-0.823101907,-0.0649738847
38.7379469,-9.1389093,-0.90041809,-0.17778424
38.7379444,-9.13891327,-1.1495666,-0.26150134
38.7379443,-9.13891415,-1.35991474,-0.393493188
38.7379441,-9.13891471,-1.22135679,-0.430837373
38.7379436,-9.13891642,-1.13598892,-0.272722025
38.737945,-9.1389153,-1.14744774,-0.137821985
38.7379447,-9.13891599,-1.21479862,-0.288459311
